id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,compound_db_identity:compound_db_identity,compound_db_identity:compound_name,compound_db_identity:mol_formula,compound_db_identity:adduct,compound_db_identity:precursor_mz,compound_db_identity:mz_diff_ppm,compound_db_identity:neutral_mass,compound_db_identity:isotope_pattern_score,datafile:HODA_6008-77-2_10mgmL.raw:feature_state,datafile:HODA_6008-77-2_10mgmL.raw:mz,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:min,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:max,datafile:HODA_6008-77-2_10mgmL.raw:rt,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:min,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:max,datafile:HODA_6008-77-2_10mgmL.raw:height,datafile:HODA_6008-77-2_10mgmL.raw:area,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:min,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:max,datafile:HODA_6008-77-2_10mgmL.raw:fwhm,datafile:HODA_6008-77-2_10mgmL.raw:tailing_factor,datafile:HODA_6008-77-2_10mgmL.raw:asymmetry_factor,datafile:HODA_6008-77-2_10mgmL.raw:fragment_scans,datafile:HODA_6008-77-2_10mgmL.raw:compound_name,datafile:HODA_6008-77-2_10mgmL.raw:isotopes,datafile:HODA_6008-77-2_10mgmL.raw:isotope_pattern_score
2621,36.32,36.14,36.46,482.3694,482.3693,482.3696,6.7E4,7.8E3,9.1E2,6.7E4,0,,,,,,,,,DETECTED,482.3694,482.3693,482.3696,36.32,36.14,36.46,6.7E4,7.8E3,9.1E2,6.7E4,0.11,0.97,0.95,0,,,
2622,36.32,36.21,36.42,483.3727,483.3726,483.3730,1.7E4,2.0E3,1.3E3,1.7E4,0,,,,,,,,,DETECTED,483.3727,483.3726,483.3730,36.32,36.21,36.42,1.7E4,2.0E3,1.3E3,1.7E4,0.11,1.00,0.99,0,,,
2623,36.32,36.27,36.37,487.3246,487.3245,487.3247,2.9E3,2.3E2,9.7E2,2.9E3,0,,,,,,,,,DETECTED,487.3246,487.3245,487.3247,36.32,36.27,36.37,2.9E3,2.3E2,9.7E2,2.9E3,0.10,1.00,1.00,0,,,
2624,36.32,36.27,36.37,503.2989,503.2988,503.2991,2.9E3,2.3E2,1.1E3,2.9E3,0,,,,,,,,,DETECTED,503.2989,503.2988,503.2991,36.32,36.27,36.37,2.9E3,2.3E2,1.1E3,2.9E3,0.10,1.00,1.00,0,,,
2625,36.32,35.71,36.53,586.4169,586.4163,586.4172,6.0E3,2.6E3,9.3E2,6.0E3,0,,,,,,,,,DETECTED,586.4169,586.4163,586.4172,36.32,35.71,36.53,6.0E3,2.6E3,9.3E2,6.0E3,0.40,0.67,0.35,0,,,
2626,36.32,36.27,36.46,666.3341,666.3339,666.3343,8.8E3,8.6E2,9.5E2,8.8E3,0,,,,,,,,,DETECTED,666.3341,666.3339,666.3343,36.32,36.27,36.46,8.8E3,8.6E2,9.5E2,8.8E3,0.09,1.83,2.91,0,,,
2627,36.32,36.27,36.48,694.3654,694.3651,694.3656,3.0E4,2.9E3,1.4E3,3.0E4,0,,,,,,,,,DETECTED,694.3654,694.3651,694.3656,36.32,36.27,36.48,3.0E4,2.9E3,1.4E3,3.0E4,0.08,1.96,2.61,0,,,
2628,36.32,36.28,36.44,695.3689,695.3689,695.3693,1.1E4,8.9E2,1.2E3,1.1E4,0,,,,,,,,,DETECTED,695.3689,695.3689,695.3693,36.32,36.28,36.44,1.1E4,8.9E2,1.2E3,1.1E4,0.10,2.25,3.95,0,,,
2629,36.34,35.74,36.69,630.4432,630.4427,630.4436,5.5E3,3.3E3,1.0E3,5.5E3,0,,,,,,,,,DETECTED,630.4432,630.4427,630.4436,36.34,35.74,36.69,5.5E3,3.3E3,1.0E3,5.5E3,0.53,0.80,0.59,0,,,
2630,36.34,36.25,36.46,672.4902,672.4899,672.4904,3.9E3,5.4E2,8.8E2,3.9E3,0,,,,,,,,,DETECTED,672.4902,672.4899,672.4904,36.34,36.25,36.46,3.9E3,5.4E2,8.8E2,3.9E3,0.14,1.20,1.40,0,,,
2631,36.35,36.09,36.42,497.3327,497.3325,497.3329,2.3E3,5.4E2,9.0E2,2.3E3,0,,,,,,,,,DETECTED,497.3327,497.3325,497.3329,36.35,36.09,36.42,2.3E3,5.4E2,9.0E2,2.3E3,0.17,0.64,0.27,0,,,
2632,36.35,36.30,36.42,542.3907,542.3905,542.3914,2.2E3,2.1E2,8.0E2,2.2E3,0,,,,,,,,,DETECTED,542.3907,542.3905,542.3914,36.35,36.30,36.42,2.2E3,2.1E2,8.0E2,2.2E3,0.11,1.17,1.34,0,,,
2633,36.35,36.19,36.48,774.5589,774.5583,774.5599,2.6E3,5.5E2,8.3E2,2.6E3,0,,,,,,,,,DETECTED,774.5589,774.5583,774.5599,36.35,36.19,36.48,2.6E3,5.5E2,8.3E2,2.6E3,0.25,0.89,0.78,0,,,
2634,36.37,36.34,36.46,451.3536,451.3535,451.3536,9.1E3,7.2E2,1.2E3,9.1E3,0,,,,,,,,,DETECTED,451.3536,451.3535,451.3536,36.37,36.34,36.46,9.1E3,7.2E2,1.2E3,9.1E3,0.09,1.75,2.50,0,,,
2635,36.37,36.30,36.46,596.3649,596.3647,596.3653,3.1E3,3.3E2,8.6E2,3.1E3,0,,,,,,,,,DETECTED,596.3649,596.3647,596.3653,36.37,36.30,36.46,3.1E3,3.3E2,8.6E2,3.1E3,0.11,1.13,1.25,0,,,
2636,36.37,36.30,36.44,731.4952,731.4950,731.4955,8.2E3,8.0E2,3.2E3,8.2E3,0,,,,,,,,,DETECTED,731.4952,731.4950,731.4955,36.37,36.30,36.44,8.2E3,8.0E2,3.2E3,8.2E3,0.10,1.00,1.00,0,,,
2637,36.41,36.34,36.49,438.2856,438.2855,438.2857,1.7E4,1.5E3,1.5E3,1.7E4,0,,,,,,,,,DETECTED,438.2856,438.2855,438.2857,36.41,36.34,36.49,1.7E4,1.5E3,1.5E3,1.7E4,0.08,1.13,1.25,0,,,
2638,36.41,36.37,36.46,439.2889,439.2888,439.2891,3.8E3,2.6E2,1.5E3,3.8E3,0,,,,,,,,,DETECTED,439.2889,439.2888,439.2891,36.41,36.37,36.46,3.8E3,2.6E2,1.5E3,3.8E3,0.10,1.25,1.50,0,,,
2639,36.41,36.34,36.46,474.3795,474.3794,474.3797,2.4E3,2.2E2,7.4E2,2.4E3,0,,,,,,,,,DETECTED,474.3795,474.3794,474.3797,36.41,36.34,36.46,2.4E3,2.2E2,7.4E2,2.4E3,0.10,0.87,0.75,0,,,
2640,36.41,36.37,36.48,562.2867,562.2865,562.2867,6.2E3,4.8E2,1.4E3,6.2E3,0,,,,,,,,,DETECTED,562.2867,562.2865,562.2867,36.41,36.37,36.48,6.2E3,4.8E2,1.4E3,6.2E3,0.10,1.50,2.00,0,,,
2641,36.41,36.32,36.48,715.5213,715.5207,715.5218,2.6E3,3.1E2,7.7E2,2.6E3,0,,,,,,,,,DETECTED,715.5213,715.5207,715.5218,36.41,36.32,36.48,2.6E3,3.1E2,7.7E2,2.6E3,0.14,0.90,0.80,0,,,
2642,36.41,36.21,36.72,732.5479,732.5475,732.5483,4.4E4,7.0E3,1.1E3,4.4E4,0,,,,,,,,,DETECTED,732.5479,732.5475,732.5483,36.41,36.21,36.72,4.4E4,7.0E3,1.1E3,4.4E4,0.14,1.07,1.03,0,,,
2643,36.41,36.25,36.58,733.5513,733.5510,733.5519,1.8E4,2.6E3,7.9E2,1.8E4,0,,,,,,,,,DETECTED,733.5513,733.5510,733.5519,36.41,36.25,36.58,1.8E4,2.6E3,7.9E2,1.8E4,0.14,1.07,1.06,0,,,
2644,36.42,36.39,36.48,410.3270,410.3269,410.3272,5.9E3,3.9E2,1.9E3,5.9E3,0,,,,,,,,,DETECTED,410.3270,410.3269,410.3272,36.42,36.39,36.48,5.9E3,3.9E2,1.9E3,5.9E3,0.08,1.25,1.50,0,,,
2645,36.42,36.39,36.49,428.3376,428.3375,428.3377,9.6E3,7.0E2,1.9E3,9.6E3,0,,,,,,,,,DETECTED,428.3376,428.3375,428.3377,36.42,36.39,36.49,9.6E3,7.0E2,1.9E3,9.6E3,0.09,1.50,2.00,0,,,
2646,36.42,35.87,36.81,450.3220,450.3216,450.3222,6.4E3,4.3E3,1.9E3,6.4E3,0,,,,,,,,,DETECTED,450.3220,450.3216,450.3222,36.42,35.87,36.81,6.4E3,4.3E3,1.9E3,6.4E3,0.68,0.85,0.70,0,,,
2647,36.42,36.05,36.58,799.4823,799.4814,799.4830,2.3E3,1.0E3,8.9E2,2.3E3,0,,,,,,,,,DETECTED,799.4823,799.4814,799.4830,36.42,36.05,36.58,2.3E3,1.0E3,8.9E2,2.3E3,0.54,0.71,0.42,0,,,
2648,36.44,36.37,36.53,435.2747,435.2746,435.2748,4.7E3,5.1E2,1.4E3,4.7E3,0,,,,,,,,,DETECTED,435.2747,435.2746,435.2748,36.44,36.37,36.53,4.7E3,5.1E2,1.4E3,4.7E3,0.11,1.13,1.25,0,,,
2649,36.44,36.37,36.53,457.2567,457.2566,457.2567,8.8E3,9.3E2,2.1E3,8.8E3,0,,,,,,,,,DETECTED,457.2567,457.2566,457.2567,36.44,36.37,36.53,8.8E3,9.3E2,2.1E3,8.8E3,0.11,1.13,1.25,0,,,
2650,36.44,36.39,36.49,458.2600,458.2599,458.2602,2.5E3,2.0E2,9.8E2,2.5E3,0,,,,,,,,,DETECTED,458.2600,458.2599,458.2602,36.44,36.39,36.49,2.5E3,2.0E2,9.8E2,2.5E3,0.10,1.00,1.00,0,,,
2651,36.44,36.16,36.70,590.4271,590.4268,590.4274,6.2E3,2.2E3,1.2E3,6.2E3,0,,,,,,,,,DETECTED,590.4271,590.4268,590.4274,36.44,36.16,36.70,6.2E3,2.2E3,1.2E3,6.2E3,0.36,0.97,0.94,0,,,
2652,36.44,36.37,36.53,600.4326,600.4325,600.4327,4.7E3,5.3E2,1.3E3,4.7E3,0,,,,,,,,,DETECTED,600.4326,600.4325,600.4327,36.44,36.37,36.53,4.7E3,5.3E2,1.3E3,4.7E3,0.12,1.13,1.25,0,,,
2653,36.44,36.18,36.81,694.5110,694.5105,694.5114,8.9E3,2.8E3,7.4E2,8.9E3,0,,,,,,,,,DETECTED,694.5110,694.5105,694.5114,36.44,36.18,36.81,8.9E3,2.8E3,7.4E2,8.9E3,0.29,1.20,1.44,0,,,
2654,36.44,36.27,36.63,695.5144,695.5141,695.5148,3.2E3,8.7E2,8.0E2,3.2E3,0,,,,,,,,,DETECTED,695.5144,695.5141,695.5148,36.44,36.27,36.63,3.2E3,8.7E2,8.0E2,3.2E3,0.29,1.05,1.10,0,,,
2655,36.46,36.11,36.53,735.5266,735.5263,735.5282,7.1E3,1.9E3,2.3E3,7.1E3,0,,,,,,,,,DETECTED,735.5266,735.5263,735.5282,36.46,36.11,36.53,7.1E3,1.9E3,2.3E3,7.1E3,0.23,0.60,0.20,0,,,
2656,36.46,36.41,36.60,738.3555,738.3549,738.3556,2.2E4,1.9E3,9.7E2,2.2E4,0,,,,,,,,,DETECTED,738.3555,738.3549,738.3556,36.46,36.41,36.60,2.2E4,1.9E3,9.7E2,2.2E4,0.08,1.83,1.95,0,,,
2657,36.46,36.35,36.60,746.5272,746.5267,746.5282,4.2E3,7.4E2,1.2E3,4.2E3,0,,,,,,,,,DETECTED,746.5272,746.5267,746.5282,36.46,36.35,36.60,4.2E3,7.4E2,1.2E3,4.2E3,0.20,1.17,1.33,0,,,
2658,36.46,36.41,36.53,757.5083,757.5082,757.5084,1.9E4,1.7E3,7.5E3,1.9E4,0,,,,,,,,,DETECTED,757.5083,757.5082,757.5084,36.46,36.41,36.53,1.9E4,1.7E3,7.5E3,1.9E4,0.10,1.17,1.33,0,,,
2659,36.46,36.41,36.60,766.3867,766.3865,766.3867,3.5E4,3.0E3,1.7E3,3.5E4,0,,,,,,,,,DETECTED,766.3867,766.3865,766.3867,36.46,36.41,36.60,3.5E4,3.0E3,1.7E3,3.5E4,0.08,1.84,1.99,0,,,
2660,36.46,36.41,36.56,767.3900,767.3899,767.3903,1.4E4,1.1E3,9.1E2,1.4E4,0,,,,,,,,,DETECTED,767.3900,767.3899,767.3903,36.46,36.41,36.56,1.4E4,1.1E3,9.1E2,1.4E4,0.08,1.50,1.73,0,,,
2661,36.46,36.30,36.58,1412.6347,1412.6336,1412.6356,2.2E3,4.9E2,8.3E2,2.2E3,0,,,,,,,,,DETECTED,1412.6347,1412.6336,1412.6356,36.46,36.30,36.58,2.2E3,4.9E2,8.3E2,2.2E3,0.27,0.89,0.78,0,,,
2662,36.48,36.34,36.56,567.3511,567.3509,567.3512,1.7E3,3.3E2,7.3E2,1.7E3,0,,,,,,,,,DETECTED,567.3511,567.3509,567.3512,36.48,36.34,36.56,1.7E3,3.3E2,7.3E2,1.7E3,0.23,0.81,0.63,0,,,
2663,36.48,36.41,36.55,758.5117,758.5109,758.5125,8.7E3,8.4E2,2.7E3,8.7E3,0,,,,,,,,,DETECTED,758.5117,758.5109,758.5125,36.48,36.41,36.55,8.7E3,8.4E2,2.7E3,8.7E3,0.10,1.00,1.00,0,,,
2664,36.51,36.30,36.60,491.3371,491.3368,491.3373,2.0E3,4.5E2,7.9E2,2.0E3,0,,,,,,,,,DETECTED,491.3371,491.3368,491.3373,36.51,36.30,36.60,2.0E3,4.5E2,7.9E2,2.0E3,0.29,0.71,0.42,0,,,
2665,36.53,36.28,36.90,696.4775,696.4768,696.4782,3.2E3,1.3E3,7.3E2,3.2E3,0,,,,,,,,,DETECTED,696.4775,696.4768,696.4782,36.53,36.28,36.90,3.2E3,1.3E3,7.3E2,3.2E3,0.48,1.25,1.50,0,,,
2666,36.55,36.30,36.86,650.4847,650.4839,650.4852,7.3E3,2.3E3,8.4E2,7.3E3,0,,,,,,,,,DETECTED,650.4847,650.4839,650.4852,36.55,36.30,36.86,7.3E3,2.3E3,8.4E2,7.3E3,0.30,1.14,1.29,0,,,
2667,36.55,36.19,36.97,659.4526,659.4519,659.4531,4.9E3,2.3E3,7.5E2,4.9E3,0,,,,,,,,,DETECTED,659.4526,659.4519,659.4531,36.55,36.19,36.97,4.9E3,2.3E3,7.5E2,4.9E3,0.48,1.10,1.20,0,,,
2668,36.55,36.41,36.86,660.4559,660.4550,660.4570,2.4E3,8.1E2,7.1E2,2.4E3,0,,,,,,,,,DETECTED,660.4559,660.4550,660.4570,36.55,36.41,36.86,2.4E3,8.1E2,7.1E2,2.4E3,0.44,1.63,2.25,0,,,
2669,36.55,36.23,37.04,677.4637,677.4629,677.4658,1.1E4,4.9E3,1.2E3,1.1E4,0,,,,,,,,,DETECTED,677.4637,677.4629,677.4658,36.55,36.23,37.04,1.1E4,4.9E3,1.2E3,1.1E4,0.49,1.28,1.60,0,,,
2670,36.55,36.25,36.92,678.4669,678.4660,678.4683,4.8E3,2.0E3,8.2E2,4.8E3,0,,,,,,,,,DETECTED,678.4669,678.4660,678.4683,36.55,36.25,36.92,4.8E3,2.0E3,8.2E2,4.8E3,0.49,1.12,1.24,0,,,
2671,36.55,35.98,37.07,695.4739,695.4735,695.4744,8.1E3,4.5E3,1.0E3,8.1E3,0,,,,,,,,,DETECTED,695.4739,695.4735,695.4744,36.55,35.98,37.07,8.1E3,4.5E3,1.0E3,8.1E3,0.49,0.96,0.97,0,,,
2672,36.55,36.19,37.07,713.4846,713.4843,713.4853,2.5E4,1.2E4,2.3E3,2.5E4,0,,,,,,,,,DETECTED,713.4846,713.4843,713.4853,36.55,36.19,37.07,2.5E4,1.2E4,2.3E3,2.5E4,0.52,1.37,1.43,0,,,
2673,36.55,36.32,36.86,730.5113,730.5108,730.5118,2.4E3,1.1E3,8.4E2,2.4E3,0,,,,,,,,,DETECTED,730.5113,730.5108,730.5118,36.55,36.32,36.86,2.4E3,1.1E3,8.4E2,2.4E3,0.52,1.19,1.38,0,,,
2674,36.55,36.28,36.83,778.5586,778.5579,778.5591,3.6E3,1.4E3,9.3E2,3.6E3,0,,,,,,,,,DETECTED,778.5586,778.5579,778.5591,36.55,36.28,36.83,3.6E3,1.4E3,9.3E2,3.6E3,0.49,1.03,1.07,0,,,
2675,36.56,35.87,36.65,464.2860,464.2857,464.2862,1.1E4,3.4E3,1.1E3,1.1E4,0,,,,,,,,,DETECTED,464.2860,464.2857,464.2862,36.56,35.87,36.65,1.1E4,3.4E3,1.1E3,1.1E4,0.39,0.56,0.13,0,,,
2676,36.56,36.30,36.88,641.4419,641.4409,641.4423,4.3E3,1.6E3,9.4E2,4.3E3,0,,,,,,,,,DETECTED,641.4419,641.4409,641.4423,36.56,36.30,36.88,4.3E3,1.6E3,9.4E2,4.3E3,0.47,1.10,1.20,0,,,
2677,36.56,36.41,36.69,651.4881,651.4878,651.4885,2.7E3,5.9E2,1.0E3,2.7E3,0,,,,,,,,,DETECTED,651.4881,651.4878,651.4885,36.56,36.41,36.69,2.7E3,5.9E2,1.0E3,2.7E3,0.26,0.89,0.78,0,,,
2678,36.56,36.13,36.99,714.4881,714.4877,714.4894,9.9E3,5.0E3,1.4E3,9.9E3,0,,,,,,,,,DETECTED,714.4881,714.4877,714.4894,36.56,36.13,36.99,9.9E3,5.0E3,1.4E3,9.9E3,0.52,0.98,1.01,0,,,
2679,36.56,36.21,36.85,776.5530,776.5527,776.5532,3.6E4,1.6E4,1.2E4,3.6E4,0,,,,,,,,,DETECTED,776.5530,776.5527,776.5532,36.56,36.21,36.85,3.6E4,1.6E4,1.2E4,3.6E4,0.48,0.90,0.80,0,,,
2680,36.56,36.23,37.09,777.5564,777.5557,777.5567,1.5E4,7.8E3,2.4E3,1.5E4,0,,,,,,,,,DETECTED,777.5564,777.5557,777.5567,36.56,36.23,37.09,1.5E4,7.8E3,2.4E3,1.5E4,0.50,1.29,1.71,0,,,
2681,36.58,35.98,37.20,744.5630,744.5621,744.5634,5.1E3,4.5E3,1.8E3,5.1E3,0,,,,,,,,,DETECTED,744.5630,744.5621,744.5634,36.58,35.98,37.20,5.1E3,4.5E3,1.8E3,5.1E3,1.07,1.01,1.02,0,,,
2682,36.60,36.37,36.83,606.4581,606.4562,606.4585,4.9E3,1.2E3,1.2E3,4.9E3,0,,,,,,,,,DETECTED,606.4581,606.4562,606.4585,36.60,36.37,36.83,4.9E3,1.2E3,1.2E3,4.9E3,0.22,1.00,1.00,0,,,
2683,36.62,36.56,36.67,445.3276,445.3274,445.3279,4.5E3,3.5E2,1.5E3,4.5E3,0,,,,,,,,,DETECTED,445.3276,445.3274,445.3279,36.62,36.56,36.67,4.5E3,3.5E2,1.5E3,4.5E3,0.10,1.00,1.00,0,,,
2684,36.62,36.53,36.90,457.2567,457.2565,457.2569,7.3E3,2.0E3,1.0E3,7.3E3,0,,,,,,,,,DETECTED,457.2567,457.2565,457.2569,36.62,36.53,36.90,7.3E3,2.0E3,1.0E3,7.3E3,0.30,2.10,3.20,0,,,
2685,36.62,36.55,36.69,575.3797,575.3796,575.3798,4.4E3,4.7E2,1.4E3,4.4E3,0,,,,,,,,,DETECTED,575.3797,575.3796,575.3798,36.62,36.55,36.69,4.4E3,4.7E2,1.4E3,4.4E3,0.12,1.00,1.00,0,,,
2686,36.62,36.55,36.69,597.3616,597.3613,597.3619,6.0E3,6.1E2,1.7E3,6.0E3,0,,,,,,,,,DETECTED,597.3616,597.3613,597.3619,36.62,36.55,36.69,6.0E3,6.1E2,1.7E3,6.0E3,0.11,1.00,1.00,0,,,
2687,36.62,36.53,36.70,620.4376,620.4372,620.4379,1.0E4,1.2E3,1.9E3,1.0E4,0,,,,,,,,,DETECTED,620.4376,620.4372,620.4379,36.62,36.53,36.70,1.0E4,1.2E3,1.9E3,1.0E4,0.12,1.00,1.00,0,,,
2688,36.62,36.55,36.69,621.4411,621.4407,621.4414,3.5E3,3.6E2,1.1E3,3.5E3,0,,,,,,,,,DETECTED,621.4411,621.4407,621.4414,36.62,36.55,36.69,3.5E3,3.6E2,1.1E3,3.5E3,0.11,1.00,1.00,0,,,
2689,36.62,36.56,36.67,793.3499,793.3494,793.3501,4.7E3,3.6E2,1.4E3,4.7E3,0,,,,,,,,,DETECTED,793.3499,793.3494,793.3501,36.62,36.56,36.67,4.7E3,3.6E2,1.4E3,4.7E3,0.09,1.00,1.00,0,,,
2690,36.62,36.55,36.88,810.3765,810.3763,810.3768,6.6E4,6.4E3,9.6E2,6.6E4,0,,,,,,,,,DETECTED,810.3765,810.3763,810.3768,36.62,36.55,36.88,6.6E4,6.4E3,9.6E2,6.6E4,0.08,1.85,1.26,0,,,
2691,36.62,36.56,36.74,811.3799,811.3797,811.3804,2.7E4,2.3E3,1.1E3,2.7E4,0,,,,,,,,,DETECTED,811.3799,811.3797,811.3804,36.62,36.56,36.74,2.7E4,2.3E3,1.1E3,2.7E4,0.09,1.54,1.62,0,,,
2692,36.62,36.56,36.67,812.3824,812.3821,812.3830,7.1E3,5.3E2,1.7E3,7.1E3,0,,,,,,,,,DETECTED,812.3824,812.3821,812.3830,36.62,36.56,36.67,7.1E3,5.3E2,1.7E3,7.1E3,0.08,1.00,1.00,0,,,
2693,36.62,36.56,36.67,815.3317,815.3313,815.3322,7.1E3,5.2E2,1.6E3,7.1E3,0,,,,,,,,,DETECTED,815.3317,815.3313,815.3322,36.62,36.56,36.67,7.1E3,5.2E2,1.6E3,7.1E3,0.08,1.00,1.00,0,,,
2694,36.62,36.55,36.79,838.4077,838.4075,838.4082,8.2E4,7.6E3,1.1E3,8.2E4,0,,,,,,,,,DETECTED,838.4077,838.4075,838.4082,36.62,36.55,36.79,8.2E4,7.6E3,1.1E3,8.2E4,0.08,1.39,1.32,0,,,
2695,36.62,36.56,36.76,839.4111,839.4109,839.4116,3.4E4,3.0E3,9.8E2,3.4E4,0,,,,,,,,,DETECTED,839.4111,839.4109,839.4116,36.62,36.56,36.76,3.4E4,3.0E3,9.8E2,3.4E4,0.09,1.65,1.72,0,,,
2696,36.62,36.56,36.69,840.4137,840.4135,840.4145,1.0E4,7.8E2,1.2E3,1.0E4,0,,,,,,,,,DETECTED,840.4137,840.4135,840.4145,36.62,36.56,36.69,1.0E4,7.8E2,1.2E3,1.0E4,0.09,1.17,1.33,0,,,
2697,36.63,36.55,36.70,557.3692,557.3689,557.3696,6.3E3,6.8E2,1.6E3,6.3E3,0,,,,,,,,,DETECTED,557.3692,557.3689,557.3696,36.63,36.55,36.70,6.3E3,6.8E2,1.6E3,6.3E3,0.11,0.90,0.80,0,,,
2698,36.65,36.53,36.90,435.2747,435.2745,435.2749,4.6E3,1.1E3,1.1E3,4.6E3,0,,,,,,,,,DETECTED,435.2747,435.2745,435.2749,36.65,36.53,36.90,4.6E3,1.1E3,1.1E3,4.6E3,0.28,1.50,2.00,0,,,
2699,36.65,36.58,36.74,684.4539,684.4536,684.4544,2.6E3,3.2E2,9.9E2,2.6E3,0,,,,,,,,,DETECTED,684.4539,684.4536,684.4544,36.65,36.58,36.74,2.6E3,3.2E2,9.9E2,2.6E3,0.14,1.13,1.25,0,,,
2700,36.65,36.60,36.72,952.4761,952.4758,952.4768,2.0E3,1.9E2,8.6E2,2.0E3,0,,,,,,,,,DETECTED,952.4761,952.4758,952.4768,36.65,36.60,36.72,2.0E3,1.9E2,8.6E2,2.0E3,0.13,1.17,1.33,0,,,
2701,36.67,36.60,36.90,443.2646,443.2644,443.2648,4.8E3,8.5E2,9.5E2,4.8E3,0,,,,,,,,,DETECTED,443.2646,443.2644,443.2648,36.67,36.60,36.90,4.8E3,8.5E2,9.5E2,4.8E3,0.21,2.13,3.25,0,,,
2702,36.67,36.62,36.93,457.4006,457.4003,457.4007,4.7E4,4.7E3,9.3E2,4.7E4,0,,,,,,,,,DETECTED,457.4006,457.4003,457.4007,36.67,36.62,36.93,4.7E4,4.7E3,9.3E2,4.7E4,0.09,2.21,2.45,0,,,
2703,36.67,36.63,36.81,458.4039,458.4036,458.4041,1.3E4,1.1E3,8.1E2,1.3E4,0,,,,,,,,,DETECTED,458.4039,458.4036,458.4041,36.67,36.63,36.81,1.3E4,1.1E3,8.1E2,1.3E4,0.10,2.64,3.33,0,,,
2704,36.67,36.53,36.88,587.3046,587.3043,587.3049,5.6E3,1.2E3,9.0E2,5.6E3,0,,,,,,,,,DETECTED,587.3046,587.3043,587.3049,36.67,36.53,36.88,5.6E3,1.2E3,9.0E2,5.6E3,0.21,1.25,1.50,0,,,
2705,36.67,36.53,36.79,610.3806,610.3802,610.3809,5.0E3,7.9E2,7.8E2,5.0E3,0,,,,,,,,,DETECTED,610.3806,610.3802,610.3809,36.67,36.53,36.79,5.0E3,7.9E2,7.8E2,5.0E3,0.16,0.94,0.88,0,,,
2706,36.67,36.58,36.72,653.3879,653.3876,653.3883,5.0E3,5.0E2,1.2E3,5.0E3,0,,,,,,,,,DETECTED,653.3879,653.3876,653.3883,36.67,36.58,36.72,5.0E3,5.0E2,1.2E3,5.0E3,0.11,0.80,0.60,0,,,
2707,36.67,36.58,36.76,676.4640,676.4636,676.4644,7.8E3,8.9E2,1.6E3,7.8E3,0,,,,,,,,,DETECTED,676.4640,676.4636,676.4644,36.67,36.58,36.76,7.8E3,8.9E2,1.6E3,7.8E3,0.12,1.00,1.00,0,,,
2708,36.67,36.62,36.83,720.4540,720.4536,720.4542,5.3E3,6.6E2,9.9E2,5.3E3,0,,,,,,,,,DETECTED,720.4540,720.4536,720.4542,36.67,36.62,36.83,5.3E3,6.6E2,9.9E2,5.3E3,0.11,2.00,3.00,0,,,
2709,36.69,36.37,37.02,524.4528,524.4523,524.4530,3.3E3,1.4E3,8.1E2,3.3E3,0,,,,,,,,,DETECTED,524.4528,524.4523,524.4530,36.69,36.37,37.02,3.3E3,1.4E3,8.1E2,3.3E3,0.50,1.03,1.06,0,,,
2710,36.69,36.06,36.99,745.5665,745.5657,745.5672,2.2E3,1.6E3,8.5E2,2.2E3,0,,,,,,,,,DETECTED,745.5665,745.5657,745.5672,36.69,36.06,36.99,2.2E3,1.6E3,8.5E2,2.2E3,0.97,0.74,0.48,0,,,
2711,36.69,36.60,36.90,748.4854,748.4850,748.4860,1.2E4,1.5E3,7.4E2,1.2E4,0,,,,,,,,,DETECTED,748.4854,748.4850,748.4860,36.69,36.60,36.90,1.2E4,1.5E3,7.4E2,1.2E4,0.11,1.88,2.06,0,,,
2712,36.69,36.62,36.76,749.4888,749.4883,749.4892,4.7E3,4.8E2,1.3E3,4.7E3,0,,,,,,,,,DETECTED,749.4888,749.4883,749.4892,36.69,36.62,36.76,4.7E3,4.8E2,1.3E3,4.7E3,0.11,1.00,1.00,0,,,
2713,36.70,36.67,36.78,476.2498,476.2497,476.2498,1.6E4,1.2E3,2.3E3,1.6E4,0,,,,,,,,,DETECTED,476.2498,476.2497,476.2498,36.70,36.67,36.78,1.6E4,1.2E3,2.3E3,1.6E4,0.09,1.50,2.00,0,,,
2714,36.74,36.63,36.81,414.3219,414.3217,414.3221,1.9E3,2.7E2,8.3E2,1.9E3,0,,,,,,,,,DETECTED,414.3219,414.3217,414.3221,36.74,36.63,36.81,1.9E3,2.7E2,8.3E2,1.9E3,0.17,0.83,0.67,0,,,
2715,36.74,36.70,36.97,554.3179,554.3177,554.3181,5.7E3,1.1E3,1.1E3,5.7E3,0,,,,,,,,,DETECTED,554.3179,554.3177,554.3181,36.74,36.70,36.97,5.7E3,1.1E3,1.1E3,5.7E3,0.24,3.75,6.49,0,,,
2716,36.76,36.16,36.95,618.3857,618.3851,618.3859,5.5E3,1.9E3,8.2E2,5.5E3,0,,,,,,,,,DETECTED,618.3857,618.3851,618.3859,36.76,36.16,36.95,5.5E3,1.9E3,8.2E2,5.5E3,0.26,0.66,0.32,0,,,
